EmpID,FirstName,LastName,StartDate,ExitDate,Title,ADEmail,EmployeeStatus,EmployeeType,TerminationDescription,DepartmentType,DOB,GenderCode,LocationCode,Current Employee Rating
406,Brenden,Leach,09-May-22,08-Sep-22,Production Technician I,brenden.leach@bilearner.com,Active,Part-Time,Man the newspaper performance.,Production       ,11-06-1959,Female,57340,1
407,Parker,Fritz,06-Dec-18,09-Apr-19,Production Technician II,parker.fritz@bilearner.com,Active,Part-Time,Laugh effort pressure fund.,Production       ,25-02-1964,Female,29605,2
408,Zoey,Page,06-May-19,09-Apr-22,Production Technician II,zoey.page@bilearner.com,Active,Contract,Condition ability least usually.,Production       ,07-01-1987,Female,41874,3
409,Tiana,Perry,11-Mar-23,09-Apr-23,Production Technician I,tiana.perry@bilearner.com,Future Start,Part-Time,Authority PM house child cost risk.,Production       ,05-09-1985,Female,2315,3
410,Marcos,Gallagher,21-Nov-20,09-Apr-23,Production Technician I,marcos.gallagher@bilearner.com,Active,Full-Time,Any after despite suddenly decade.,Production       ,27-05-1967,Female,88723,3
411,Kiara,Fox,24-Jul-20,09-Apr-23,Data Analyst,kiara.fox@bilearner.com,Active,Full-Time,In throw short war process series ground.,IT/IS,07-02-1960,Female,35765,3
412,Baron,Lindsey,23-Sep-19,09-Apr-23,Production Technician II,baron.lindsey@bilearner.com,Voluntarily Terminated,Contract,Industry notice cup early.,Production       ,07-09-1974,Female,59014,5
413,Skyla,Lambert,02-Jul-22,09-Aug-22,Production Technician II,skyla.lambert@bilearner.com,Voluntarily Terminated,Part-Time,Step loss place continue inside.,Sales,08-12-1963,Female,46619,3
414,Marilyn,Chaney,14-Jul-21,09-Aug-22,Director of Operations,marilyn.chaney@bilearner.com,Active,Full-Time,Kind produce join effect.,IT/IS,05-09-1955,Male,24639,4
415,Jaden,Houston,15-Feb-19,09-Dec-19,Senior BI Developer,jaden.houston@bilearner.com,Active,Part-Time,Threat day deep final personal alone picture.,Admin Offices,24-05-1971,Male,46239,3
416,Amelia,Gamble,23-Nov-22,09-Dec-22,Production Technician I,amelia.gamble@bilearner.com,Active,Contract,Bring guy religious week second technology.,Production       ,17-07-1967,Male,81914,2
417,Levi,Lawson,20-Nov-18,09-Feb-20,Production Technician I,levi.lawson@bilearner.com,Voluntarily Terminated,Full-Time,Center positive their garden industry.,Production       ,31-12-1949,Female,89298,3
418,Alana,Choi,16-Jan-20,09-Feb-21,Production Technician I,alana.choi@bilearner.com,Voluntarily Terminated,Part-Time,Develop think capital player campaign prepare.,Production       ,09-02-1974,Female,83986,3
419,Yen,Johnston,29-Aug-18,09-Feb-23,Production Technician II,yen.johnston@bilearner.com,Active,Full-Time,Ability bed police onto exactly south.,Production       ,03-04-1955,Female,2128,3
420,Alice,Kaufman,10-Sep-22,09-Feb-23,Production Technician I,alice.kaufman@bilearner.com,Active,Contract,Dinner level write land effort.,Production       ,26-11-1960,Female,5789,3
421,Alexis,Moss,03-Nov-22,09-Feb-23,Senior BI Developer,alexis.moss@bilearner.com,Active,Contract,Where forward evening huge cost share eat.,Admin Offices,07-11-1950,Female,27418,3
422,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,thomas.chandler@bilearner.com,Active,Full-Time,Read family dark scene scene guess.,Sales,10-10-1957,Female,45149,2
423,Nadia,Romero,12-Jan-19,09-Jan-20,Production Technician I,nadia.romero@bilearner.com,Voluntarily Terminated,Part-Time,Four read some later whether lose system.,Production       ,13-05-1946,Male,2769,4
424,Halle,Chan,29-Jan-20,09-Jan-21,Production Technician I,halle.chan@bilearner.com,Terminated for Cause,Full-Time,Sell first fill vote against.,Production       ,11-07-1969,Male,12946,2
425,Nehemiah,Hancock,16-Feb-20,09-Jan-22,Production Technician I,nehemiah.hancock@bilearner.com,Voluntarily Terminated,Part-Time,Fast glass machine compare after check.,Production       ,31-08-1947,Male,80316,2
426,Ariel,Barnes,20-Feb-21,09-Jan-22,IT Support,ariel.barnes@bilearner.com,Active,Part-Time,Particularly put occur. Approach often be.,IT/IS,26-02-1975,Female,87474,2
427,Kaitlynn,Blair,15-Apr-22,09-Jan-23,Production Technician II,kaitlynn.blair@bilearner.com,Voluntarily Terminated,Full-Time,Partner perhaps they rock.,Production       ,03-09-2000,Female,21015,3
428,Kamila,Rosales,25-Jun-19,09-Jul-19,Production Technician I,kamila.rosales@bilearner.com,Active,Full-Time,Amount much food.,Production       ,08-10-1956,Female,55931,3
429,Josie,Melton,07-Jun-20,09-Jul-22,Production Technician I,josie.melton@bilearner.com,Active,Full-Time,Figure kind agent send even west.,Production       ,12-05-1943,Male,86764,1
430,Isis,Ayala,23-Oct-19,09-Jul-22,Sales Manager,isis.ayala@bilearner.com,Active,Contract,Book fill person size institution number attack.,IT/IS,03-02-1986,Male,47015,3
431,Jacoby,Singleton,29-Nov-18,09-Jul-22,Production Technician I,jacoby.singleton@bilearner.com,Active,Full-Time,Over almost sport stay.,Production       ,25-01-1962,Female,53913,3
432,Aurora,Bass,02-Jul-21,09-Jul-23,Production Technician I,aurora.bass@bilearner.com,Terminated for Cause,Part-Time,Now should knowledge the turn toward natural.,Production       ,16-05-1946,Male,44272,4
433,Spencer,Hicks,21-Feb-23,09-Jul-23,Production Technician I,spencer.hicks@bilearner.com,Voluntarily Terminated,Contract,New serve test what conference management.,Production       ,09-08-1950,Female,42707,2
434,Marcelo,Flowers,12-Jun-22,09-Jul-23,Production Manager,marcelo.flowers@bilearner.com,Active,Full-Time,Probably must design.,Production       ,19-02-1986,Female,83033,4
435,Ryker,Cox,07-Apr-19,09-Jul-23,Production Technician I,ryker.cox@bilearner.com,Active,Contract,Child write help growth home.,Production       ,21-08-1955,Male,36808,1
436,Samara,Mcbride,29-Jun-23,09-Jul-23,Area Sales Manager,samara.mcbride@bilearner.com,Active,Contract,Political likely land country.,Sales,16-09-2000,Male,13902,2
437,Bridger,Duran,09-Nov-22,09-Jul-23,Production Technician I,bridger.duran@bilearner.com,Leave of Absence,Full-Time,Social operation specific personal matter beyond.,Production       ,01-02-1988,Female,58387,4
438,Claudia,Melton,02-Jun-23,09-Jul-23,Production Technician II,claudia.melton@bilearner.com,Voluntarily Terminated,Part-Time,Organization north interview simply return.,Production       ,05-06-1983,Female,85307,4
439,Ali,Benjamin,08-Apr-23,09-Jun-23,Software Engineer,ali.benjamin@bilearner.com,Active,Contract,Girl foreign would simple believe.,Software Engineering,04-09-1989,Male,32650,4
440,Larissa,Taylor,31-Aug-20,09-Jun-23,Production Technician I,larissa.taylor@bilearner.com,Active,Contract,Maintain all base produce.,Production       ,05-12-1972,Female,2982,5
441,Wayne,Leon,24-Jan-20,09-Jun-23,Production Technician II,wayne.leon@bilearner.com,Voluntarily Terminated,Part-Time,Follow arrive inside source.,Production       ,30-04-1990,Female,45258,1
442,Savanah,Prince,30-Apr-22,09-Jun-23,BI Developer,savanah.prince@bilearner.com,Terminated for Cause,Part-Time,Tax reduce by firm.,IT/IS,17-06-1946,Female,56043,3
443,Jaelynn,Salazar,26-Aug-19,09-Mar-22,Production Technician I,jaelynn.salazar@bilearner.com,Leave of Absence,Contract,Stay word behavior financial.,Production       ,17-03-1946,Male,54212,2
444,Timothy,Goodwin,29-Nov-18,09-Mar-23,Production Manager,timothy.goodwin@bilearner.com,Terminated for Cause,Contract,Station today affect many know.,Production       ,25-08-1953,Female,43609,1
445,Marc,Crosby,15-Feb-23,09-Mar-23,Production Technician I,marc.crosby@bilearner.com,Voluntarily Terminated,Part-Time,Rock stage better east bad view.,Production       ,19-06-1986,Female,11159,3
446,Clinton,Brennan,22-Aug-20,09-Mar-23,President & CEO,clinton.brennan@bilearner.com,Active,Full-Time,Like save Mr instead doctor traditional one.,Production       ,31-03-1950,Female,50782,1
447,Shania,Caldwell,18-Jul-22,09-May-23,IT Manager - DB,shania.caldwell@bilearner.com,Active,Part-Time,Do month risk college detail.,IT/IS,03-10-1991,Male,2505,1
448,Adeel,Osturnka,21-Oct-22,09-May-23,Production Technician I,adeel.osturnka@bilearner.com,Active,Part-Time,Finish something start activity full professor.,Production       ,28-05-1976,Male,2478,4
449,Zaniyah,Parks,09-Oct-20,09-Nov-21,IT Manager - DB,zaniyah.parks@bilearner.com,Active,Full-Time,Difference wide news north we.,IT/IS,21-01-1949,Male,54386,4
450,Jett,Kent,30-Jul-19,09-Nov-22,Production Technician II,jett.kent@bilearner.com,Voluntarily Terminated,Part-Time,Sense station management factor.,Sales,11-02-1964,Female,37830,3
451,Clara,Wheeler,13-Oct-20,09-Nov-22,Production Technician I,clara.wheeler@bilearner.com,Active,Full-Time,Us do by over. Source today then between.,Production       ,18-09-1987,Female,63255,3
452,Angelo,Henry,30-Apr-19,09-Oct-19,Production Technician I,angelo.henry@bilearner.com,Active,Contract,Above fight animal support beautiful.,Production       ,08-08-1959,Male,64694,4
453,Marlene,Rhodes,02-Jan-19,09-Oct-20,Production Manager,marlene.rhodes@bilearner.com,Terminated for Cause,Contract,Per spend challenge key ever say.,Production       ,28-11-1988,Female,23761,4
454,Chase,Lloyd,24-May-19,09-Oct-21,Production Technician II,chase.lloyd@bilearner.com,Voluntarily Terminated,Part-Time,Suffer phone son property money.,Production       ,08-08-1968,Female,46980,3
455,Darian,Hansen,20-Aug-21,09-Oct-21,Area Sales Manager,darian.hansen@bilearner.com,Active,Full-Time,Music society money product next.,Sales,26-05-1972,Male,84906,4
456,Alexus,Greer,27-Jul-22,09-Oct-22,Production Manager,alexus.greer@bilearner.com,Active,Full-Time,Tree choose manager ask prove three.,Production       ,10-04-1942,Female,18899,4
457,Chance,Warner,28-Sep-21,09-Oct-22,Production Technician I,chance.warner@bilearner.com,Active,Part-Time,Simple over long.,Production       ,08-04-1951,Female,18550,3
458,Maya,Mccann,12-Mar-20,09-Oct-22,Area Sales Manager,maya.mccann@bilearner.com,Active,Full-Time,American rule surface very figure.,Sales,09-06-1983,Male,18721,4
459,James,Duke,03-Dec-18,09-Sep-22,Area Sales Manager,james.duke@bilearner.com,Active,Contract,Stuff different color how.,Sales,17-06-1998,Male,66835,5
460,Miranda,Keith,19-Jul-20,10-Apr-21,Area Sales Manager,miranda.keith@bilearner.com,Active,Full-Time,Within rise suggest war check happy whom.,Sales,23-01-1999,Male,25859,5
461,Britney,Logan,14-Oct-20,10-Apr-22,IT Manager - DB,britney.logan@bilearner.com,Active,Contract,Expect kitchen even anyone. Without agent she.,IT/IS,22-11-1973,Male,7728,4
462,Everett,Jordan,19-May-22,10-Apr-23,Production Manager,everett.jordan@bilearner.com,Active,Full-Time,Two describe leg executive that ok.,Production       ,25-01-1999,Female,53295,5
463,Azul,Watkins,19-Oct-21,10-Apr-23,Area Sales Manager,azul.watkins@bilearner.com,Active,Full-Time,Upon south nice five reduce lose.,IT/IS,26-09-1988,Male,18618,3
464,Demarcus,Ware,18-May-22,10-Apr-23,Production Technician II,demarcus.ware@bilearner.com,Voluntarily Terminated,Full-Time,Late hand figure just price blood.,Production       ,13-11-1975,Male,82257,3
465,Clayton,Walker,13-Apr-22,10-Apr-23,Area Sales Manager,clayton.walker@bilearner.com,Active,Part-Time,Sign figure employee card education.,IT/IS,26-01-1979,Male,64288,4
466,Abagail,Banks,10-May-21,10-Apr-23,Production Technician I,abagail.banks@bilearner.com,Active,Full-Time,Subject improve what get care test development.,Production       ,15-12-1986,Male,96477,3
467,Kendrick,Ashley,30-Dec-18,10-Aug-20,Production Technician II,kendrick.ashley@bilearner.com,Future Start,Part-Time,Maintain race expert cost continue store.,Production       ,27-11-1991,Female,5348,3
468,Armani,Porter,17-Jan-22,10-Aug-22,Software Engineer,armani.porter@bilearner.com,Voluntarily Terminated,Contract,Imagine plant southern sound reduce.,Software Engineering,24-08-1965,Male,53628,3
469,George,Villegas,05-Mar-19,10-Dec-20,Production Technician I,george.villegas@bilearner.com,Active,Part-Time,Truth resource more week hope generation.,Production       ,29-09-1959,Male,37926,4
470,Jaxson,Brady,28-Mar-19,10-Dec-22,Sales Manager,jaxson.brady@bilearner.com,Voluntarily Terminated,Full-Time,Team brother social realize town.,Sales,17-02-1977,Female,36863,3
471,Emerson,Wood,09-Jul-20,10-Dec-22,Production Technician I,emerson.wood@bilearner.com,Active,Part-Time,Out phone market. Time parent economy each.,Production       ,20-10-1944,Female,9677,2
472,Ignacio,Mcintyre,19-Feb-20,10-Dec-22,Production Technician II,ignacio.mcintyre@bilearner.com,Voluntarily Terminated,Full-Time,Decision fill total.,Production       ,09-08-1980,Female,23357,4
473,Kinsley,Flowers,09-Mar-22,10-Dec-22,Area Sales Manager,kinsley.flowers@bilearner.com,Future Start,Part-Time,School see rest firm I.,Sales,29-04-1997,Male,59593,4
474,Jaqueline,Terrell,01-Feb-19,10-Feb-19,Production Technician I,jaqueline.terrell@bilearner.com,Active,Part-Time,Identify next game leader.,Production       ,27-12-2000,Female,24711,2
475,Mallory,Figueroa,03-Dec-19,10-Feb-22,Administrative Assistant,mallory.figueroa@bilearner.com,Active,Full-Time,Example field consider before old yes on since.,Sales,08-12-1958,Female,30890,3
476,Maddison,Dixon,18-Nov-19,10-Feb-22,Production Technician I,maddison.dixon@bilearner.com,Leave of Absence,Part-Time,Make oil new effort begin. Smile work dinner.,Production       ,08-12-1996,Male,61532,3
477,Gabriel,Kirk,09-Sep-21,10-Feb-23,Production Technician I,gabriel.kirk@bilearner.com,Voluntarily Terminated,Part-Time,Soon glass reveal Republican could.,Production       ,17-02-1944,Male,56563,2
478,Camden,Kelly,11-Nov-19,10-Jan-20,Software Engineer,camden.kelly@bilearner.com,Voluntarily Terminated,Full-Time,Suffer consider store find up.,Software Engineering,04-11-1976,Male,45272,3
479,Isabell,Meadows,29-Jun-19,10-Jan-21,Production Technician II,isabell.meadows@bilearner.com,Active,Full-Time,Majority wide enjoy how.,Production       ,21-09-1976,Female,31227,2
480,London,Bautista,18-Oct-22,10-Jan-23,Software Engineering Manager,london.bautista@bilearner.com,Active,Contract,Actually not sell one.,Software Engineering,26-08-1994,Female,61856,4
481,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,clayton.mccormick@bilearner.com,Future Start,Contract,Surface vote old picture.,Sales,29-01-1967,Male,72264,2
482,Lane,Zuniga,11-Jun-22,10-Jan-23,Production Technician II,lane.zuniga@bilearner.com,Voluntarily Terminated,Full-Time,My teach piece need school fight rock.,Production       ,19-02-1973,Female,47767,3
483,Darien,Young,09-Nov-22,10-Jan-23,Production Manager,darien.young@bilearner.com,Terminated for Cause,Full-Time,Sit energy consider voice director.,Production       ,23-09-1945,Female,96954,5
484,Zander,Franco,25-Dec-18,10-Jul-19,Data Architect,zander.franco@bilearner.com,Terminated for Cause,Part-Time,Way appear summer strong.,IT/IS,07-01-1986,Male,97255,3
485,Mathew,Linden,27-Oct-18,10-Jul-19,Production Technician II,mathew.linden@bilearner.com,Leave of Absence,Full-Time,Seek reason commercial method among back war.,Production       ,15-04-1967,Male,1770,5
486,Anthony,Heitzman,05-Feb-19,10-Jul-20,Production Technician I,anthony.heitzman@bilearner.com,Active,Contract,During administration billion.,Production       ,17-09-1970,Male,2149,1
487,Larissa,Douglas,03-Mar-21,10-Jul-21,Administrative Assistant,larissa.douglas@bilearner.com,Active,Part-Time,Current budget certain interview increase.,Admin Offices,18-05-1968,Female,67773,3
488,Danika,Fleming,09-Jul-20,10-Jul-21,Production Technician II,danika.fleming@bilearner.com,Active,Part-Time,Song remember visit finish edge difficult down.,Production       ,16-10-1995,Female,75607,3
489,Gabriel,Adams,11-Aug-19,10-Jul-21,Production Technician I,gabriel.adams@bilearner.com,Leave of Absence,Contract,Wonder worry life stand.,Production       ,19-07-1942,Female,82586,3
490,Chana,Fox,29-Apr-20,10-Jul-21,Production Manager,chana.fox@bilearner.com,Voluntarily Terminated,Part-Time,Authority be bank.,Production       ,10-02-1986,Female,63427,4
491,Korbin,Gilbert,13-Aug-19,10-Jul-22,IT Support,korbin.gilbert@bilearner.com,Active,Part-Time,Meeting wind concern action. Scene western serve.,IT/IS,20-11-1980,Female,2618,3
492,Hazel,Vincent,22-Jun-23,10-Jul-23,Production Technician II,hazel.vincent@bilearner.com,Active,Contract,Item born upon blue.,Production       ,23-11-1987,Female,75880,1
493,Susan,Good,23-Jun-23,10-Jul-23,Production Technician II,susan.good@bilearner.com,Leave of Absence,Full-Time,Too former relationship risk.,Production       ,02-08-1992,Female,1886,3
494,Gunnar,Gray,20-Jul-20,10-Jul-23,Data Analyst,gunnar.gray@bilearner.com,Active,Full-Time,Scientist open would defense receive old.,Production       ,03-03-1959,Female,43373,2
495,Alessandro,Harris,17-Sep-22,10-Jul-23,Production Technician I,alessandro.harris@bilearner.com,Active,Part-Time,Let trade loss cell political.,Production       ,04-05-1956,Female,77910,3
496,Ingrid,Lucero,29-Apr-21,10-Jun-22,IT Manager - Support,ingrid.lucero@bilearner.com,Active,Contract,Teach yard style bed relate seat.,IT/IS,22-10-1988,Male,77019,2
497,Dania,Hale,09-May-22,10-Jun-22,Production Technician II,dania.hale@bilearner.com,Voluntarily Terminated,Full-Time,Trouble hot lead article guess travel.,Production       ,25-11-1946,Male,71536,2
498,Wilson,Sloan,04-Nov-21,10-Jun-23,Production Technician II,wilson.sloan@bilearner.com,Active,Contract,Direction garden particularly trial.,Production       ,11-08-1966,Female,69346,2
499,Camila,Dunn,08-Dec-20,10-Jun-23,Production Manager,camila.dunn@bilearner.com,Active,Full-Time,Carry parent fight style series challenge.,Production       ,24-12-1948,Female,91039,3
500,Ishaan,Schaefer,13-May-23,10-Jun-23,Production Technician I,ishaan.schaefer@bilearner.com,Active,Contract,Deep new manage big picture.,Production       ,26-02-1970,Female,5306,3
501,Jaden,Bates,26-Oct-19,10-Mar-20,Production Manager,jaden.bates@bilearner.com,Active,Contract,Money start prove.,Production       ,23-08-1991,Female,42542,1
502,Abby,Curtis,09-Jan-20,10-Mar-22,Production Technician I,abby.curtis@bilearner.com,Active,Contract,Small prove sea foot property father.,Production       ,02-03-1960,Male,69340,3
503,Ronald,Bullock,24-Sep-22,10-Mar-23,Production Technician I,ronald.bullock@bilearner.com,Voluntarily Terminated,Part-Time,Data imagine bill possible want.,Production       ,04-12-1999,Male,33903,4
504,Alexia,Pham,23-May-19,10-May-22,Production Technician I,alexia.pham@bilearner.com,Active,Part-Time,Analysis listen here fight.,Production       ,08-06-1998,Male,50738,3
505,Bryanna,Mahoney,04-Nov-21,10-May-22,Production Technician II,bryanna.mahoney@bilearner.com,Active,Full-Time,Event increase laugh same whatever.,Production       ,10-10-2000,Female,60262,3
506,Nikhil,Cummings,15-Apr-19,10-May-23,Production Technician II,nikhil.cummings@bilearner.com,Active,Contract,Although center movement stock. While you local.,Production       ,30-03-1978,Female,25166,2
507,Branden,Khan,15-Mar-23,10-May-23,IT Support,branden.khan@bilearner.com,Active,Part-Time,You suggest area.,IT/IS,03-09-1965,Female,8415,5
508,Paul,Steele,08-Jan-23,10-May-23,Production Technician I,paul.steele@bilearner.com,Active,Full-Time,Enter fear pass wish.,Production       ,11-12-1972,Male,43780,1
509,Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,laila.woodard@bilearner.com,Active,Full-Time,Fund nor half early miss follow.,Sales,06-07-1988,Male,38740,2
510,Kale,Lang,19-Dec-22,10-May-23,Shared Services Manager,kale.lang@bilearner.com,Active,Full-Time,Agreement particular scene also war who.,Software Engineering,16-12-1955,Female,65963,3
511,Alani,Phillips,31-Dec-21,10-May-23,Production Technician I,alani.phillips@bilearner.com,Terminated for Cause,Part-Time,Attorney control write American.,Production       ,09-06-1950,Male,16282,5
512,Mayra,Moss,15-Sep-21,10-Nov-21,Production Technician I,mayra.moss@bilearner.com,Active,Contract,Family identify bar modern. Yeah article rest.,Production       ,16-05-1964,Male,84074,3
513,Adrien,Maddox,22-Aug-18,10-Nov-21,Production Technician I,adrien.maddox@bilearner.com,Voluntarily Terminated,Contract,Two job continue often public often.,Production       ,12-04-1983,Female,77437,4
514,Owen,Burch,04-Apr-20,10-Nov-22,IT Manager - DB,owen.burch@bilearner.com,Active,Contract,Away manage guess gun old.,IT/IS,04-08-1978,Male,67346,4
515,Elliott,Odonnell,22-Sep-19,10-Nov-22,Senior BI Developer,elliott.odonnell@bilearner.com,Active,Full-Time,Story get campaign affect at rule start.,IT/IS,25-11-1998,Male,46552,3
516,Kylie,Jimenez,16-Aug-22,10-Nov-22,Production Technician I,kylie.jimenez@bilearner.com,Active,Full-Time,Factor doctor edge police.,Production       ,22-06-1986,Male,10600,3
517,Yadira,Dean,22-Sep-18,10-Oct-19,Production Technician I,yadira.dean@bilearner.com,Active,Full-Time,Unit develop chance scene court.,Production       ,08-08-1957,Female,66834,2
518,Nickolas,Davila,09-Nov-18,10-Oct-21,Shared Services Manager,nickolas.davila@bilearner.com,Active,Contract,Each wish foot person morning per significant.,Software Engineering,05-04-1992,Male,64122,3
519,Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,sanaa.glass@bilearner.com,Active,Part-Time,Bit reveal forget the.,Sales,25-01-1964,Female,40135,1
520,Humberto,Yoder,14-Apr-22,10-Oct-22,Production Technician II,humberto.yoder@bilearner.com,Leave of Absence,Full-Time,Partner fact hand bag management woman.,Production       ,27-01-1977,Male,61247,1
521,Katelyn,Brown,15-Apr-22,10-Oct-22,Area Sales Manager,katelyn.brown@bilearner.com,Active,Full-Time,Likely debate ever college strategy way can.,Sales,24-12-1966,Male,60277,5
522,Davis,Roberts,14-Apr-20,10-Sep-21,Production Technician I,davis.roberts@bilearner.com,Voluntarily Terminated,Part-Time,Ok though floor sense want future.,Production       ,20-10-1941,Female,87428,3
523,Marin,Mosley,08-Sep-19,10-Sep-21,Production Technician I,marin.mosley@bilearner.com,Active,Full-Time,Medical painting rich whole here.,Production       ,22-09-1998,Male,36681,2
524,Shenice,Gold,16-Sep-20,10-Sep-21,Production Technician I,shenice.gold@bilearner.com,Active,Full-Time,Control head ground agreement check ever.,Production       ,30-04-1982,Female,2451,5
525,Maximilian,Moyer,19-Oct-21,10-Sep-22,Network Engineer,maximilian.moyer@bilearner.com,Active,Part-Time,Window paper dark power knowledge must current.,Production       ,16-09-1987,Male,59893,5
526,Braylen,Cruz,24-Oct-20,11-Apr-23,Production Technician I,braylen.cruz@bilearner.com,Voluntarily Terminated,Part-Time,Room that ahead sound work short right.,Production       ,06-02-1961,Male,24046,3
527,Nayeli,Hood,13-Jan-22,11-Apr-23,Production Technician I,nayeli.hood@bilearner.com,Voluntarily Terminated,Contract,Land physical tax.,Production       ,26-01-1995,Male,21100,3
528,Kyla,Durham,20-Aug-20,11-Aug-21,Enterprise Architect,kyla.durham@bilearner.com,Leave of Absence,Part-Time,Visit lawyer interesting.,IT/IS,19-07-1951,Female,40402,3
529,Regina,Lopez,26-Aug-20,11-Aug-22,Production Technician I,regina.lopez@bilearner.com,Active,Part-Time,Suddenly myself debate official training three.,Production       ,25-02-1995,Female,44233,5
530,Emanuel,George,08-Oct-21,11-Aug-22,Production Technician I,emanuel.george@bilearner.com,Terminated for Cause,Part-Time,Past agreement focus back.,Production       ,15-11-1946,Male,85416,4
531,Ana,Stafford,26-Jan-20,11-Dec-20,IT Support,ana.stafford@bilearner.com,Active,Full-Time,Field have cup because military.,IT/IS,16-05-1956,Male,75785,4
532,Kai,Gaines,02-Nov-21,11-Dec-21,Production Technician I,kai.gaines@bilearner.com,Active,Part-Time,Central baby moment benefit do.,Production       ,06-01-1956,Male,33204,3
533,Valerie,Davis,13-May-21,11-Dec-21,CIO,valerie.davis@bilearner.com,Active,Part-Time,Their because nice party.,IT/IS,20-10-1957,Female,46050,3
534,Malik,Crane,29-Apr-22,11-Dec-22,Sr. Network Engineer,malik.crane@bilearner.com,Active,Contract,Just information assume act possible work later.,IT/IS,15-01-1950,Male,14151,3
535,Emmett,Chandler,04-Jun-21,11-Feb-22,Data Analyst ,emmett.chandler@bilearner.com,Active,Part-Time,Price apply father morning population.,IT/IS,22-01-1963,Female,7404,4
536,Anaya,Preston,14-Dec-18,11-Feb-23,Sr. Network Engineer,anaya.preston@bilearner.com,Leave of Absence,Part-Time,Cut during return could hit view born present.,IT/IS,11-07-1948,Male,83611,3
537,Colton,Booker,10-Dec-22,11-Feb-23,Production Technician I,colton.booker@bilearner.com,Active,Contract,Half nice continue serious move lay itself.,Production       ,11-07-1993,Female,17208,3
538,Johnny,Whitehead,07-Jun-19,11-Jan-20,Production Technician II,johnny.whitehead@bilearner.com,Voluntarily Terminated,Full-Time,Begin person since way. Thus region happy no.,Production       ,27-10-1997,Female,14828,4
539,Layton,Goodwin,05-May-19,11-Jan-22,Production Technician I,layton.goodwin@bilearner.com,Active,Contract,Customer make camera truth.,Production       ,12-07-1999,Female,8666,3
540,Frida,Wilkins,21-Nov-18,11-Jan-22,Production Technician I,frida.wilkins@bilearner.com,Active,Contract,Great relate within you. Red bill unit school.,Production       ,12-09-1963,Female,75398,3
541,Devan,Hall,06-Dec-21,11-Jan-23,Production Manager,devan.hall@bilearner.com,Active,Contract,Every year particular mouth.,Production       ,20-10-1948,Male,59946,5
542,Devon,Hinton,08-Apr-22,11-Jan-23,Software Engineer,devon.hinton@bilearner.com,Active,Full-Time,Her office place.,Software Engineering,29-04-1981,Male,14669,3
543,Dashawn,Ramirez,13-Dec-22,11-Jan-23,Production Technician I,dashawn.ramirez@bilearner.com,Active,Contract,Wide smile scene such society contain.,Production       ,08-04-1962,Female,13522,3
544,Darrell,Vaughan,12-Sep-18,11-Jul-20,Production Technician I,darrell.vaughan@bilearner.com,Active,Part-Time,Despite expect democratic then affect toward.,Production       ,08-10-1991,Female,19006,1
545,Kaylin,Andersen,30-Aug-18,11-Jul-21,Production Technician II,kaylin.andersen@bilearner.com,Active,Part-Time,New arm manage.,Production       ,18-09-1972,Male,65881,4
546,Roy,Morse,28-Jun-20,11-Jul-22,Production Technician II,roy.morse@bilearner.com,Voluntarily Terminated,Contract,Somebody pass again say cultural.,Production       ,07-03-1988,Female,55949,3
547,Frankie,Figueroa,07-Jul-23,11-Jul-23,Production Technician II,frankie.figueroa@bilearner.com,Active,Full-Time,Simply Mrs moment seven feel time.,Production       ,11-12-1962,Female,17247,3
548,Kamden,Cummings,19-Mar-23,11-Jul-23,Area Sales Manager,kamden.cummings@bilearner.com,Active,Contract,Hot key speak song thus her member.,Sales,04-02-1975,Male,12650,1
549,German,Higgins,02-Jul-23,11-Jul-23,Production Manager,german.higgins@bilearner.com,Active,Full-Time,Attack result fly Republican.,Production       ,19-12-1956,Female,87440,2
550,Katie,Gutierrez,05-Jul-23,11-Jul-23,Production Technician I,katie.gutierrez@bilearner.com,Future Start,Part-Time,Loss beyond low begin end husband.,Production       ,03-04-1953,Female,66412,3
551,Gilbert,Klein,24-Feb-19,11-Jun-20,IT Support,gilbert.klein@bilearner.com,Active,Part-Time,Indeed compare I since possible something.,IT/IS,06-09-1998,Male,53800,3
552,Barbara,Gaul,13-Dec-21,11-Jun-22,Production Technician I,barbara.gaul@bilearner.com,Active,Contract,Sport information for admit language mention.,Production       ,07-02-1997,Female,2121,4
553,Alma,Hanna,13-Apr-21,11-Jun-22,Production Technician I,alma.hanna@bilearner.com,Active,Contract,Tell its wind child more though.,Production       ,28-01-1954,Female,28053,2
554,Peyton,Phelps,25-Jan-21,11-Jun-22,Software Engineering Manager,peyton.phelps@bilearner.com,Future Start,Contract,Front car keep.,IT/IS,30-10-1967,Female,5067,3
555,Shana,Petingill,08-Dec-18,11-Jun-22,Production Technician II,shana.petingill@bilearner.com,Active,Part-Time,President TV note reach bad.,Production       ,30-03-1977,Female,2050,3
556,Mariam,Doyle,23-Aug-20,11-Jun-22,Production Manager,mariam.doyle@bilearner.com,Active,Contract,Soon walk early star.,Production       ,29-07-1959,Female,6820,5
